geoid,name,population,white,black,asian,occupied_housing_units,pct_white,pct_black,pct_asian,avg_household_size,demographic_group
420031920005,Block Group 5,298,248,28,0,185,83.22147651006712,9.395973154362416,0.0,1.6108108108108108,Majority White
420032022001,Block Group 1,1213,753,182,0,660,62.07749381698269,15.004122011541632,0.0,1.837878787878788,Majority White
420032022002,Block Group 2,358,213,145,0,133,59.497206703910614,40.502793296089386,0.0,2.691729323308271,Majority White
420032022003,Block Group 3,904,510,217,96,427,56.415929203539825,24.004424778761063,10.619469026548673,2.117096018735363,Majority White
420032023001,Block Group 1,572,403,13,156,317,70.45454545454545,2.272727272727273,27.272727272727273,1.804416403785489,Majority White
420032023002,Block Group 2,1068,862,60,21,551,80.71161048689139,5.617977528089888,1.9662921348314606,1.938294010889292,Majority White
420032023003,Block Group 3,1328,849,455,20,424,63.93072289156626,34.26204819277108,1.5060240963855422,3.1320754716981134,Majority White
420032023004,Block Group 4,772,617,15,89,529,79.92227979274611,1.9430051813471503,11.528497409326425,1.4593572778827977,Majority White
420032413001,Block Group 1,1699,1351,107,90,955,79.51736315479694,6.297822248381401,5.29723366686286,1.7790575916230367,Majority White
420032413002,Block Group 2,983,735,150,14,495,74.77110885045778,15.25940996948118,1.4242115971515767,1.9858585858585858,Majority White
420032413003,Block Group 3,917,682,150,0,397,74.37295528898582,16.357688113413303,0.0,2.309823677581864,Majority White
420032509001,Block Group 1,830,348,379,0,378,41.9277108433735,45.66265060240964,0.0,2.195767195767196,Other or mixed
420032509002,Block Group 2,325,181,134,0,213,55.69230769230769,41.23076923076923,0.0,1.5258215962441315,Majority White
420032602001,Block Group 1,414,343,61,0,225,82.85024154589372,14.734299516908212,0.0,1.84,Majority White
420032602002,Block Group 2,1795,1111,571,0,733,61.8941504178273,31.81058495821727,0.0,2.4488403819918143,Majority White
420032607001,Block Group 1,441,202,193,0,193,45.80498866213152,43.764172335600904,0.0,2.284974093264249,Other or mixed
420032607002,Block Group 2,1197,738,239,8,438,61.65413533834587,19.96658312447786,0.6683375104427736,2.732876712328767,Majority White
420032613001,Block Group 1,1973,17,1853,0,452,0.8616320324379118,93.91789153573238,0.0,4.365044247787611,Majority Black
420032613002,Block Group 2,1184,967,183,0,629,81.67229729729729,15.45608108108108,0.0,1.8823529411764706,Majority White
420032614001,Block Group 1,505,4,439,8,266,0.7920792079207921,86.93069306930693,1.5841584158415842,1.8984962406015038,Majority Black
420032614002,Block Group 2,524,199,266,27,265,37.97709923664122,50.76335877862596,5.152671755725191,1.9773584905660377,Majority Black
420032614003,Block Group 3,469,312,143,14,225,66.52452025586354,30.49040511727079,2.985074626865672,2.0844444444444443,Majority White
420032614004,Block Group 4,497,257,225,0,282,51.7102615694165,45.27162977867203,0.0,1.7624113475177305,Majority White
420032615001,Block Group 1,929,153,665,7,322,16.469321851453177,71.58234660925727,0.7534983853606028,2.8850931677018634,Majority Black
420032615002,Block Group 2,817,423,345,1,382,51.774785801713584,42.22766217870257,0.12239902080783353,2.1387434554973823,Majority White
420032620001,Block Group 1,1124,978,38,0,520,87.01067615658363,3.380782918149466,0.0,2.1615384615384614,Majority White
420032620002,Block Group 2,821,162,480,10,318,19.732034104750305,58.465286236297196,1.218026796589525,2.5817610062893084,Majority Black
420032620003,Block Group 3,824,464,323,0,329,56.310679611650485,39.199029126213595,0.0,2.5045592705167175,Majority White
420032701001,Block Group 1,1395,1248,97,0,635,89.46236559139786,6.953405017921147,0.0,2.1968503937007875,Majority White
420032701002,Block Group 2,1096,748,280,0,576,68.24817518248175,25.547445255474454,0.0,1.9027777777777777,Majority White
420032703001,Block Group 1,1111,627,415,0,520,56.43564356435643,37.353735373537354,0.0,2.1365384615384615,Majority White
420032703002,Block Group 2,1005,348,434,0,412,34.62686567164179,43.18407960199005,0.0,2.4393203883495147,Other or mixed
420032708001,Block Group 1,481,391,79,11,256,81.28898128898129,16.424116424116423,2.286902286902287,1.87890625,Majority White
420032708002,Block Group 2,1163,941,106,18,580,80.91143594153053,9.114359415305245,1.5477214101461736,2.0051724137931033,Majority White
420032708003,Block Group 3,772,550,153,9,443,71.24352331606218,19.818652849740932,1.16580310880829,1.742663656884876,Majority White
420032716001,Block Group 1,682,447,18,0,218,65.5425219941349,2.6392961876832843,0.0,3.128440366972477,Majority White
420032716002,Block Group 2,1347,283,1015,0,618,21.00965107646622,75.35263548626578,0.0,2.179611650485437,Majority Black
420032716003,Block Group 3,1167,526,393,0,419,45.072836332476435,33.67609254498715,0.0,2.785202863961814,Other or mixed
420032716004,Block Group 4,1246,748,290,0,785,60.03210272873194,23.274478330658106,0.0,1.5872611464968154,Majority White
420032814001,Block Group 1,737,605,82,0,368,82.08955223880596,11.12618724559023,0.0,2.0027173913043477,Majority White
